#Supplementary Table 6. All ENCODE profiles informations.				
Accession	Cell type / Tissue	Feature	Treatment	Download link
ENCFF527TBJ	keratinocyte	H3K79me2	None	https://www.encodeproject.org/files/ENCFF527TBJ/@@download/ENCFF527TBJ.bed.gz
ENCFF641UFJ	cardiac-mesoderm	H3K4me3	None	https://www.encodeproject.org/files/ENCFF641UFJ/@@download/ENCFF641UFJ.bed.gz
ENCFF602YJF	gastrocnemius-medialis	H3K4me3	None	https://www.encodeproject.org/files/ENCFF602YJF/@@download/ENCFF602YJF.bed.gz
ENCFF083ADY	HCT116	H3K27ac	None	https://www.encodeproject.org/files/ENCFF083ADY/@@download/ENCFF083ADY.bed.gz
ENCFF487ZPV	astrocyte	H4K20me1	None	https://www.encodeproject.org/files/ENCFF487ZPV/@@download/ENCFF487ZPV.bed.gz
ENCFF024TEH	MCF-7	H3K27ac	None	https://www.encodeproject.org/files/ENCFF024TEH/@@download/ENCFF024TEH.bed.gz
ENCFF625APE	MCF-7	H3K4me3	None	https://www.encodeproject.org/files/ENCFF625APE/@@download/ENCFF625APE.bed.gz
ENCFF433AOE	foreskin-fibroblast	H3K36me3	None	https://www.encodeproject.org/files/ENCFF433AOE/@@download/ENCFF433AOE.bed.gz
ENCFF683ZGI	SK-N-MC	H3K4me1	None	https://www.encodeproject.org/files/ENCFF683ZGI/@@download/ENCFF683ZGI.bed.gz
ENCFF928TPV	myotube	H3K79me2	None	https://www.encodeproject.org/files/ENCFF928TPV/@@download/ENCFF928TPV.bed.gz
ENCFF541BFB	HeLa-S3	H3K79me2	None	https://www.encodeproject.org/files/ENCFF541BFB/@@download/ENCFF541BFB.bed.gz
ENCFF886SZT	HepG2	H3K27ac	None	https://www.encodeproject.org/files/ENCFF886SZT/@@download/ENCFF886SZT.bed.gz
ENCFF776EQU	mammary-epithelial-cell	H3K27me3	None	https://www.encodeproject.org/files/ENCFF776EQU/@@download/ENCFF776EQU.bed.gz
ENCFF730WPS	mammary-epithelial-cell	H3K9ac	None	https://www.encodeproject.org/files/ENCFF730WPS/@@download/ENCFF730WPS.bed.gz
ENCFF806AYM	HCT116	H3K27me3	None	https://www.encodeproject.org/files/ENCFF806AYM/@@download/ENCFF806AYM.bed.gz
ENCFF213GPU	GM12878	H3K79me2	None	https://www.encodeproject.org/files/ENCFF213GPU/@@download/ENCFF213GPU.bed.gz
ENCFF396BLZ	Panc1	H3K27ac	None	https://www.encodeproject.org/files/ENCFF396BLZ/@@download/ENCFF396BLZ.bed.gz
ENCFF108JKZ	GM12878	H3K4me2	None	https://www.encodeproject.org/files/ENCFF108JKZ/@@download/ENCFF108JKZ.bed.gz
ENCFF450JBC	fibroblast-of-dermis	H3K27me3	None	https://www.encodeproject.org/files/ENCFF450JBC/@@download/ENCFF450JBC.bed.gz
ENCFF367KIF	GM12878	H3K27ac	None	https://www.encodeproject.org/files/ENCFF367KIF/@@download/ENCFF367KIF.bed.gz
ENCFF259LYY	Caco-2	H3K36me3	None	https://www.encodeproject.org/files/ENCFF259LYY/@@download/ENCFF259LYY.bed.gz
ENCFF133PSF	HepG2	H4K20me1	None	https://www.encodeproject.org/files/ENCFF133PSF/@@download/ENCFF133PSF.bed.gz
ENCFF862LUQ	HeLa-S3	H3K4me3	None	https://www.encodeproject.org/files/ENCFF862LUQ/@@download/ENCFF862LUQ.bed.gz
ENCFF792HXN	foreskin-fibroblast	H3K27me3	None	https://www.encodeproject.org/files/ENCFF792HXN/@@download/ENCFF792HXN.bed.gz
ENCFF712ATO	HeLa-S3	H3K9me3	None	https://www.encodeproject.org/files/ENCFF712ATO/@@download/ENCFF712ATO.bed.gz
ENCFF486ACA	mammary-epithelial-cell	H3K4me3	None	https://www.encodeproject.org/files/ENCFF486ACA/@@download/ENCFF486ACA.bed.gz
ENCFF575AUU	HCT116	H3K4me3	None	https://www.encodeproject.org/files/ENCFF575AUU/@@download/ENCFF575AUU.bed.gz
ENCFF512VHW	GM12878	H2AFZ	None	https://www.encodeproject.org/files/ENCFF512VHW/@@download/ENCFF512VHW.bed.gz
ENCFF534MFA	myotube	H2AFZ	None	https://www.encodeproject.org/files/ENCFF534MFA/@@download/ENCFF534MFA.bed.gz
ENCFF968YNG	NT2/D1	H3K27me3	None	https://www.encodeproject.org/files/ENCFF968YNG/@@download/ENCFF968YNG.bed.gz
ENCFF810PYC	mammary-epithelial-cell	H3K4me1	None	https://www.encodeproject.org/files/ENCFF810PYC/@@download/ENCFF810PYC.bed.gz
ENCFF720IXG	myotube	H4K20me1	None	https://www.encodeproject.org/files/ENCFF720IXG/@@download/ENCFF720IXG.bed.gz
ENCFF676YVX	astrocyte	H3K27ac	None	https://www.encodeproject.org/files/ENCFF676YVX/@@download/ENCFF676YVX.bed.gz
ENCFF739KJL	HepG2	H3K4me2	None	https://www.encodeproject.org/files/ENCFF739KJL/@@download/ENCFF739KJL.bed.gz
ENCFF075QJU	cardiac-mesoderm	H3K27me3	None	https://www.encodeproject.org/files/ENCFF075QJU/@@download/ENCFF075QJU.bed.gz
ENCFF884NQS	MCF-7	H3K9me3	None	https://www.encodeproject.org/files/ENCFF884NQS/@@download/ENCFF884NQS.bed.gz
ENCFF232EZY	HeLa-S3	H4K20me1	None	https://www.encodeproject.org/files/ENCFF232EZY/@@download/ENCFF232EZY.bed.gz
ENCFF497CNS	HepG2	H3K4me3	None	https://www.encodeproject.org/files/ENCFF497CNS/@@download/ENCFF497CNS.bed.gz
ENCFF353MWR	HepG2	H3K9me3	None	https://www.encodeproject.org/files/ENCFF353MWR/@@download/ENCFF353MWR.bed.gz
ENCFF124YNL	Panc1	H3K4me1	None	https://www.encodeproject.org/files/ENCFF124YNL/@@download/ENCFF124YNL.bed.gz
ENCFF123EGK	cardiac-mesoderm	H3K36me3	None	https://www.encodeproject.org/files/ENCFF123EGK/@@download/ENCFF123EGK.bed.gz
ENCFF096EZJ	SK-N-MC	H3K9me3	None	https://www.encodeproject.org/files/ENCFF096EZJ/@@download/ENCFF096EZJ.bed.gz
ENCFF337XQQ	HepG2	H3K27me3	None	https://www.encodeproject.org/files/ENCFF337XQQ/@@download/ENCFF337XQQ.bed.gz
ENCFF579OXO	NT2/D1	H3K4me3	None	https://www.encodeproject.org/files/ENCFF579OXO/@@download/ENCFF579OXO.bed.gz
ENCFF488APE	H7-hESC	H3K36me3	None	https://www.encodeproject.org/files/ENCFF488APE/@@download/ENCFF488APE.bed.gz
ENCFF975NLT	H7-hESC	H3K4me3	None	https://www.encodeproject.org/files/ENCFF975NLT/@@download/ENCFF975NLT.bed.gz
ENCFF856JNQ	myotube	H3K4me2	None	https://www.encodeproject.org/files/ENCFF856JNQ/@@download/ENCFF856JNQ.bed.gz
ENCFF532AGT	HepG2	H3K4me1	None	https://www.encodeproject.org/files/ENCFF532AGT/@@download/ENCFF532AGT.bed.gz
ENCFF852JYN	fibroblast-of-dermis	H3K4me2	None	https://www.encodeproject.org/files/ENCFF852JYN/@@download/ENCFF852JYN.bed.gz
ENCFF630ZPK	NT2/D1	H3K4me1	None	https://www.encodeproject.org/files/ENCFF630ZPK/@@download/ENCFF630ZPK.bed.gz
ENCFF368KFE	astrocyte	H3K9ac	None	https://www.encodeproject.org/files/ENCFF368KFE/@@download/ENCFF368KFE.bed.gz
ENCFF116GSP	bronchial-epithelial-cell	H3K36me3	None	https://www.encodeproject.org/files/ENCFF116GSP/@@download/ENCFF116GSP.bed.gz
ENCFF452BTT	mammary-epithelial-cell	H3K4me2	None	https://www.encodeproject.org/files/ENCFF452BTT/@@download/ENCFF452BTT.bed.gz
ENCFF381GLE	Panc1	H3K4me3	None	https://www.encodeproject.org/files/ENCFF381GLE/@@download/ENCFF381GLE.bed.gz
ENCFF426HSL	NT2/D1	H3K9me3	None	https://www.encodeproject.org/files/ENCFF426HSL/@@download/ENCFF426HSL.bed.gz
ENCFF589EOA	cardiac-mesoderm	H3K36me3	None	https://www.encodeproject.org/files/ENCFF589EOA/@@download/ENCFF589EOA.bed.gz
ENCFF902IDL	HeLa-S3	H3K4me2	None	https://www.encodeproject.org/files/ENCFF902IDL/@@download/ENCFF902IDL.bed.gz
ENCFF543GQH	fibroblast-of-dermis	H3K4me1	None	https://www.encodeproject.org/files/ENCFF543GQH/@@download/ENCFF543GQH.bed.gz
ENCFF374WLN	fibroblast-of-mammary-gland	H3K4me3	None	https://www.encodeproject.org/files/ENCFF374WLN/@@download/ENCFF374WLN.bed.gz
ENCFF037JZB	mammary-epithelial-cell	H3K9me3	None	https://www.encodeproject.org/files/ENCFF037JZB/@@download/ENCFF037JZB.bed.gz
ENCFF867OVA	fibroblast-of-dermis	H3K9ac	None	https://www.encodeproject.org/files/ENCFF867OVA/@@download/ENCFF867OVA.bed.gz
ENCFF360CQR	HeLa-S3	H3K4me1	None	https://www.encodeproject.org/files/ENCFF360CQR/@@download/ENCFF360CQR.bed.gz
ENCFF510LKP	HeLa-S3	H3K9ac	None	https://www.encodeproject.org/files/ENCFF510LKP/@@download/ENCFF510LKP.bed.gz
ENCFF962OGI	HepG2	H3K36me3	None	https://www.encodeproject.org/files/ENCFF962OGI/@@download/ENCFF962OGI.bed.gz
ENCFF470FSZ	HeLa-S3	H2AFZ	None	https://www.encodeproject.org/files/ENCFF470FSZ/@@download/ENCFF470FSZ.bed.gz
ENCFF890ZWD	gastrocnemius-medialis	H3K4me1	None	https://www.encodeproject.org/files/ENCFF890ZWD/@@download/ENCFF890ZWD.bed.gz
ENCFF069KAG	GM12878	H3K9ac	None	https://www.encodeproject.org/files/ENCFF069KAG/@@download/ENCFF069KAG.bed.gz
ENCFF852RJF	cardiac-mesoderm	H3K27me3	None	https://www.encodeproject.org/files/ENCFF852RJF/@@download/ENCFF852RJF.bed.gz
ENCFF228GWY	GM12878	H3K4me3	None	https://www.encodeproject.org/files/ENCFF228GWY/@@download/ENCFF228GWY.bed.gz
ENCFF776BSP	cardiac-mesoderm	H3K27me3	None	https://www.encodeproject.org/files/ENCFF776BSP/@@download/ENCFF776BSP.bed.gz
ENCFF104EEJ	cardiac-mesoderm	H3K4me3	None	https://www.encodeproject.org/files/ENCFF104EEJ/@@download/ENCFF104EEJ.bed.gz
ENCFF490ICV	SK-N-MC	H3K27ac	None	https://www.encodeproject.org/files/ENCFF490ICV/@@download/ENCFF490ICV.bed.gz
ENCFF869PUE	H7-hESC	H3K27me3	None	https://www.encodeproject.org/files/ENCFF869PUE/@@download/ENCFF869PUE.bed.gz
ENCFF583NFB	MCF-7	H3K4me1	None	https://www.encodeproject.org/files/ENCFF583NFB/@@download/ENCFF583NFB.bed.gz
ENCFF397SDI	keratinocyte	H3K27ac	None	https://www.encodeproject.org/files/ENCFF397SDI/@@download/ENCFF397SDI.bed.gz
ENCFF268EFC	myotube	H3K4me3	None	https://www.encodeproject.org/files/ENCFF268EFC/@@download/ENCFF268EFC.bed.gz
ENCFF910ZUQ	mammary-epithelial-cell	H3K79me2	None	https://www.encodeproject.org/files/ENCFF910ZUQ/@@download/ENCFF910ZUQ.bed.gz
ENCFF708PTO	kidney-epithelial-cell	H3K27me3	None	https://www.encodeproject.org/files/ENCFF708PTO/@@download/ENCFF708PTO.bed.gz
ENCFF198OJQ	keratinocyte	H2AFZ	None	https://www.encodeproject.org/files/ENCFF198OJQ/@@download/ENCFF198OJQ.bed.gz
ENCFF722WLN	Panc1	H3K27me3	None	https://www.encodeproject.org/files/ENCFF722WLN/@@download/ENCFF722WLN.bed.gz
ENCFF107LMJ	gastrocnemius-medialis	H3K36me3	None	https://www.encodeproject.org/files/ENCFF107LMJ/@@download/ENCFF107LMJ.bed.gz
ENCFF811QRH	myotube	H3K27me3	None	https://www.encodeproject.org/files/ENCFF811QRH/@@download/ENCFF811QRH.bed.gz
ENCFF099KJP	bronchial-epithelial-cell	H3K27me3	None	https://www.encodeproject.org/files/ENCFF099KJP/@@download/ENCFF099KJP.bed.gz
ENCFF392EDT	HeLa-S3	H3K27ac	None	https://www.encodeproject.org/files/ENCFF392EDT/@@download/ENCFF392EDT.bed.gz
ENCFF369MQM	gastrocnemius-medialis	H3K27ac	None	https://www.encodeproject.org/files/ENCFF369MQM/@@download/ENCFF369MQM.bed.gz
ENCFF451XSY	gastrocnemius-medialis	H3K9me3	None	https://www.encodeproject.org/files/ENCFF451XSY/@@download/ENCFF451XSY.bed.gz
ENCFF561GBS	cardiac-mesoderm	H3K36me3	None	https://www.encodeproject.org/files/ENCFF561GBS/@@download/ENCFF561GBS.bed.gz
ENCFF810JNF	mammary-epithelial-cell	H2AFZ	None	https://www.encodeproject.org/files/ENCFF810JNF/@@download/ENCFF810JNF.bed.gz
ENCFF512TQI	HeLa-S3	H3K27me3	None	https://www.encodeproject.org/files/ENCFF512TQI/@@download/ENCFF512TQI.bed.gz
ENCFF146DDP	HUES6	H3K4me3	None	https://www.encodeproject.org/files/ENCFF146DDP/@@download/ENCFF146DDP.bed.gz
ENCFF506SPC	neural-stem-progenitor-cell	H2AK5ac	None	https://www.encodeproject.org/files/ENCFF506SPC/@@download/ENCFF506SPC.bed.gz
ENCFF504BOD	neural-stem-progenitor-cell	H3K27me3	None	https://www.encodeproject.org/files/ENCFF504BOD/@@download/ENCFF504BOD.bed.gz
ENCFF104XAL	mesendoderm	H3K79me2	None	https://www.encodeproject.org/files/ENCFF104XAL/@@download/ENCFF104XAL.bed.gz
ENCFF225OJZ	neural-stem-progenitor-cell	H3K4ac	None	https://www.encodeproject.org/files/ENCFF225OJZ/@@download/ENCFF225OJZ.bed.gz
ENCFF840OQH	mesendoderm	H3K79me1	None	https://www.encodeproject.org/files/ENCFF840OQH/@@download/ENCFF840OQH.bed.gz
ENCFF682VNJ	mesendoderm	H3K4me1	None	https://www.encodeproject.org/files/ENCFF682VNJ/@@download/ENCFF682VNJ.bed.gz
ENCFF038DXL	neural-stem-progenitor-cell	H2BK15ac	None	https://www.encodeproject.org/files/ENCFF038DXL/@@download/ENCFF038DXL.bed.gz
ENCFF026BWF	mesendoderm	H2AK5ac	None	https://www.encodeproject.org/files/ENCFF026BWF/@@download/ENCFF026BWF.bed.gz
ENCFF459UTL	mesendoderm	H3K27ac	None	https://www.encodeproject.org/files/ENCFF459UTL/@@download/ENCFF459UTL.bed.gz
ENCFF273OXZ	mesendoderm	H3K27me3	None	https://www.encodeproject.org/files/ENCFF273OXZ/@@download/ENCFF273OXZ.bed.gz
ENCFF270VJY	IMR-90	H4K20me1	None	https://www.encodeproject.org/files/ENCFF270VJY/@@download/ENCFF270VJY.bed.gz
ENCFF812AAR	neural-stem-progenitor-cell	H3K23ac	None	https://www.encodeproject.org/files/ENCFF812AAR/@@download/ENCFF812AAR.bed.gz
ENCFF946FXB	HUES48	H3K27me3	None	https://www.encodeproject.org/files/ENCFF946FXB/@@download/ENCFF946FXB.bed.gz
ENCFF712HCL	mesendoderm	H2BK5ac	None	https://www.encodeproject.org/files/ENCFF712HCL/@@download/ENCFF712HCL.bed.gz
ENCFF584NYC	iPS-20b	H3K4me1	None	https://www.encodeproject.org/files/ENCFF584NYC/@@download/ENCFF584NYC.bed.gz
ENCFF052VWO	mesendoderm	H3K4me3	None	https://www.encodeproject.org/files/ENCFF052VWO/@@download/ENCFF052VWO.bed.gz
ENCFF218SRX	neural-stem-progenitor-cell	H2BK120ac	None	https://www.encodeproject.org/files/ENCFF218SRX/@@download/ENCFF218SRX.bed.gz
ENCFF540BRW	mesenchymal-stem-cell	H2BK5ac	None	https://www.encodeproject.org/files/ENCFF540BRW/@@download/ENCFF540BRW.bed.gz
ENCFF401HOA	iPS-20b	H3K4me3	None	https://www.encodeproject.org/files/ENCFF401HOA/@@download/ENCFF401HOA.bed.gz
ENCFF022VRW	mesenchymal-stem-cell	H3K9me3	None	https://www.encodeproject.org/files/ENCFF022VRW/@@download/ENCFF022VRW.bed.gz
ENCFF051RNB	mesenchymal-stem-cell	H3K36me3	None	https://www.encodeproject.org/files/ENCFF051RNB/@@download/ENCFF051RNB.bed.gz
ENCFF778IJT	IMR-90	H2BK5ac	None	https://www.encodeproject.org/files/ENCFF778IJT/@@download/ENCFF778IJT.bed.gz
ENCFF319AFB	mesendoderm	H2BK15ac	None	https://www.encodeproject.org/files/ENCFF319AFB/@@download/ENCFF319AFB.bed.gz
ENCFF480IBO	neural-stem-progenitor-cell	H3K4me3	None	https://www.encodeproject.org/files/ENCFF480IBO/@@download/ENCFF480IBO.bed.gz
ENCFF405TBW	iPS-20b	H3K9me3	None	https://www.encodeproject.org/files/ENCFF405TBW/@@download/ENCFF405TBW.bed.gz
ENCFF044KMT	neural-stem-progenitor-cell	H3K27me3	None	https://www.encodeproject.org/files/ENCFF044KMT/@@download/ENCFF044KMT.bed.gz
ENCFF262HSB	mesendoderm	H3K18ac	None	https://www.encodeproject.org/files/ENCFF262HSB/@@download/ENCFF262HSB.bed.gz
ENCFF223EHT	IMR-90	H2AK5ac	None	https://www.encodeproject.org/files/ENCFF223EHT/@@download/ENCFF223EHT.bed.gz
ENCFF873FBM	mesenchymal-stem-cell	H3K4me2	None	https://www.encodeproject.org/files/ENCFF873FBM/@@download/ENCFF873FBM.bed.gz
ENCFF028IKO	IMR-90	H3K9me3	None	https://www.encodeproject.org/files/ENCFF028IKO/@@download/ENCFF028IKO.bed.gz
ENCFF554NKA	HUES48	H3K9me3	None	https://www.encodeproject.org/files/ENCFF554NKA/@@download/ENCFF554NKA.bed.gz
ENCFF435HDB	endodermal-cell	H3K27ac	None	https://www.encodeproject.org/files/ENCFF435HDB/@@download/ENCFF435HDB.bed.gz
ENCFF090XFB	HUES64	H3K27me3	None	https://www.encodeproject.org/files/ENCFF090XFB/@@download/ENCFF090XFB.bed.gz
ENCFF200BRY	HUES64	H3K4me1	None	https://www.encodeproject.org/files/ENCFF200BRY/@@download/ENCFF200BRY.bed.gz
ENCFF916DCD	mesendoderm	H3K4me2	None	https://www.encodeproject.org/files/ENCFF916DCD/@@download/ENCFF916DCD.bed.gz
ENCFF094XQE	IMR-90	H2BK15ac	None	https://www.encodeproject.org/files/ENCFF094XQE/@@download/ENCFF094XQE.bed.gz
ENCFF286UMF	neural-stem-progenitor-cell	H3K36me3	None	https://www.encodeproject.org/files/ENCFF286UMF/@@download/ENCFF286UMF.bed.gz
ENCFF317DBF	IMR-90	H3K23ac	None	https://www.encodeproject.org/files/ENCFF317DBF/@@download/ENCFF317DBF.bed.gz
ENCFF043FGL	neural-stem-progenitor-cell	H3K4me3	None	https://www.encodeproject.org/files/ENCFF043FGL/@@download/ENCFF043FGL.bed.gz
ENCFF230BCM	IMR-90	H3K9ac	None	https://www.encodeproject.org/files/ENCFF230BCM/@@download/ENCFF230BCM.bed.gz
ENCFF249JRN	mesendoderm	H2BK120ac	None	https://www.encodeproject.org/files/ENCFF249JRN/@@download/ENCFF249JRN.bed.gz
ENCFF304FHZ	neural-stem-progenitor-cell	H3K9me3	None	https://www.encodeproject.org/files/ENCFF304FHZ/@@download/ENCFF304FHZ.bed.gz
ENCFF710IOM	IMR-90	H2AK9ac	None	https://www.encodeproject.org/files/ENCFF710IOM/@@download/ENCFF710IOM.bed.gz
ENCFF076FYT	IMR-90	H4K8ac	None	https://www.encodeproject.org/files/ENCFF076FYT/@@download/ENCFF076FYT.bed.gz
ENCFF011GWS	mesenchymal-stem-cell	H3K4me3	None	https://www.encodeproject.org/files/ENCFF011GWS/@@download/ENCFF011GWS.bed.gz
ENCFF515LCR	HUES6	H3K9me3	None	https://www.encodeproject.org/files/ENCFF515LCR/@@download/ENCFF515LCR.bed.gz
ENCFF247ZMO	IMR-90	H3K27me3	None	https://www.encodeproject.org/files/ENCFF247ZMO/@@download/ENCFF247ZMO.bed.gz
ENCFF006KEH	neutrophil	H3K4me3	None	https://www.encodeproject.org/files/ENCFF006KEH/@@download/ENCFF006KEH.bed.gz
ENCFF999NTP	neural-stem-progenitor-cell	H3K36me3	None	https://www.encodeproject.org/files/ENCFF999NTP/@@download/ENCFF999NTP.bed.gz
ENCFF403HEC	HUES48	H3K9ac	None	https://www.encodeproject.org/files/ENCFF403HEC/@@download/ENCFF403HEC.bed.gz
ENCFF164WEP	IMR-90	H4K91ac	None	https://www.encodeproject.org/files/ENCFF164WEP/@@download/ENCFF164WEP.bed.gz
ENCFF771IYF	mesendoderm	H3K36me3	None	https://www.encodeproject.org/files/ENCFF771IYF/@@download/ENCFF771IYF.bed.gz
ENCFF730BVO	IMR-90	H3K27ac	None	https://www.encodeproject.org/files/ENCFF730BVO/@@download/ENCFF730BVO.bed.gz
ENCFF996QGW	IMR-90	H2BK20ac	None	https://www.encodeproject.org/files/ENCFF996QGW/@@download/ENCFF996QGW.bed.gz
ENCFF054TNF	mesenchymal-stem-cell	H2AK5ac	None	https://www.encodeproject.org/files/ENCFF054TNF/@@download/ENCFF054TNF.bed.gz
ENCFF594HWM	iPS-20b	H3K9ac	None	https://www.encodeproject.org/files/ENCFF594HWM/@@download/ENCFF594HWM.bed.gz
ENCFF718CGL	neural-stem-progenitor-cell	H3K9me3	None	https://www.encodeproject.org/files/ENCFF718CGL/@@download/ENCFF718CGL.bed.gz
ENCFF405XOM	iPS-20b	H3K36me3	None	https://www.encodeproject.org/files/ENCFF405XOM/@@download/ENCFF405XOM.bed.gz
ENCFF630RBZ	HUES6	H3K4me1	None	https://www.encodeproject.org/files/ENCFF630RBZ/@@download/ENCFF630RBZ.bed.gz
ENCFF446HIG	endodermal-cell	H3K9me3	None	https://www.encodeproject.org/files/ENCFF446HIG/@@download/ENCFF446HIG.bed.gz
ENCFF655BVR	HUES64	H3K9ac	None	https://www.encodeproject.org/files/ENCFF655BVR/@@download/ENCFF655BVR.bed.gz
ENCFF491GSQ	neural-stem-progenitor-cell	H3K27me3	None	https://www.encodeproject.org/files/ENCFF491GSQ/@@download/ENCFF491GSQ.bed.gz
ENCFF565IYC	IMR-90	H2AFZ	None	https://www.encodeproject.org/files/ENCFF565IYC/@@download/ENCFF565IYC.bed.gz
ENCFF824QTN	mesenchymal-stem-cell	H3K4me1	None	https://www.encodeproject.org/files/ENCFF824QTN/@@download/ENCFF824QTN.bed.gz
ENCFF859RDZ	IMR-90	H3K79me1	None	https://www.encodeproject.org/files/ENCFF859RDZ/@@download/ENCFF859RDZ.bed.gz
ENCFF498HQV	IMR-90	H3K56ac	None	https://www.encodeproject.org/files/ENCFF498HQV/@@download/ENCFF498HQV.bed.gz
ENCFF106EAN	IMR-90	H3K14ac	None	https://www.encodeproject.org/files/ENCFF106EAN/@@download/ENCFF106EAN.bed.gz
ENCFF759ILD	mesenchymal-stem-cell	H3K27me3	None	https://www.encodeproject.org/files/ENCFF759ILD/@@download/ENCFF759ILD.bed.gz
ENCFF268FCW	mesenchymal-stem-cell	H3K27ac	None	https://www.encodeproject.org/files/ENCFF268FCW/@@download/ENCFF268FCW.bed.gz
ENCFF791ENG	HUES6	H3K36me3	None	https://www.encodeproject.org/files/ENCFF791ENG/@@download/ENCFF791ENG.bed.gz
ENCFF885KMI	HUES6	H3K27me3	None	https://www.encodeproject.org/files/ENCFF885KMI/@@download/ENCFF885KMI.bed.gz
ENCFF497SNY	IMR-90	H4K8ac	None	https://www.encodeproject.org/files/ENCFF497SNY/@@download/ENCFF497SNY.bed.gz
ENCFF175RLC	endodermal-cell	H3K9ac	None	https://www.encodeproject.org/files/ENCFF175RLC/@@download/ENCFF175RLC.bed.gz
ENCFF901CSA	endodermal-cell	H3K27me3	None	https://www.encodeproject.org/files/ENCFF901CSA/@@download/ENCFF901CSA.bed.gz
ENCFF106QVP	ES-I3	H3K4me3	None	https://www.encodeproject.org/files/ENCFF106QVP/@@download/ENCFF106QVP.bed.gz
ENCFF275GFG	IMR-90	H3K18ac	None	https://www.encodeproject.org/files/ENCFF275GFG/@@download/ENCFF275GFG.bed.gz
ENCFF013DDT	IMR-90	H3K79me1	None	https://www.encodeproject.org/files/ENCFF013DDT/@@download/ENCFF013DDT.bed.gz
ENCFF320AZI	IMR-90	H3K4me2	None	https://www.encodeproject.org/files/ENCFF320AZI/@@download/ENCFF320AZI.bed.gz
ENCFF599VIR	endodermal-cell	H3K4me3	None	https://www.encodeproject.org/files/ENCFF599VIR/@@download/ENCFF599VIR.bed.gz
ENCFF609VEG	HUES64	H3K4me3	None	https://www.encodeproject.org/files/ENCFF609VEG/@@download/ENCFF609VEG.bed.gz
ENCFF722OBP	neural-stem-progenitor-cell	H3K27ac	None	https://www.encodeproject.org/files/ENCFF722OBP/@@download/ENCFF722OBP.bed.gz
ENCFF129GMS	IMR-90	H3K4me1	None	https://www.encodeproject.org/files/ENCFF129GMS/@@download/ENCFF129GMS.bed.gz
ENCFF754SMN	neural-stem-progenitor-cell	H3K18ac	None	https://www.encodeproject.org/files/ENCFF754SMN/@@download/ENCFF754SMN.bed.gz
ENCFF939FZE	IMR-90	H4K5ac	None	https://www.encodeproject.org/files/ENCFF939FZE/@@download/ENCFF939FZE.bed.gz
ENCFF639UBT	IMR-90	H3K36me3	None	https://www.encodeproject.org/files/ENCFF639UBT/@@download/ENCFF639UBT.bed.gz
ENCFF823NUO	IMR-90	H3K4ac	None	https://www.encodeproject.org/files/ENCFF823NUO/@@download/ENCFF823NUO.bed.gz
ENCFF593TID	IMR-90	H2BK12ac	None	https://www.encodeproject.org/files/ENCFF593TID/@@download/ENCFF593TID.bed.gz
ENCFF053HKF	H1-hESC	H3K56ac	None	https://www.encodeproject.org/files/ENCFF053HKF/@@download/ENCFF053HKF.bed.gz
ENCFF286TNR	iPS-20b	H3K27me3	None	https://www.encodeproject.org/files/ENCFF286TNR/@@download/ENCFF286TNR.bed.gz
ENCFF906ILB	HUES48	H3K36me3	None	https://www.encodeproject.org/files/ENCFF906ILB/@@download/ENCFF906ILB.bed.gz
ENCFF758JGG	IMR-90	H3K9me1	None	https://www.encodeproject.org/files/ENCFF758JGG/@@download/ENCFF758JGG.bed.gz
ENCFF944SBT	mesenchymal-stem-cell	H3K9ac	None	https://www.encodeproject.org/files/ENCFF944SBT/@@download/ENCFF944SBT.bed.gz
ENCFF018CAH	IMR-90	H3K4me3	None	https://www.encodeproject.org/files/ENCFF018CAH/@@download/ENCFF018CAH.bed.gz
ENCFF126ANB	HUES64	H3K9me3	None	https://www.encodeproject.org/files/ENCFF126ANB/@@download/ENCFF126ANB.bed.gz
ENCFF043NHW	endodermal-cell	H3K4me1	None	https://www.encodeproject.org/files/ENCFF043NHW/@@download/ENCFF043NHW.bed.gz
ENCFF041EXV	HUES64	H3K36me3	None	https://www.encodeproject.org/files/ENCFF041EXV/@@download/ENCFF041EXV.bed.gz
ENCFF798SDO	mesenchymal-stem-cell	H3K79me1	None	https://www.encodeproject.org/files/ENCFF798SDO/@@download/ENCFF798SDO.bed.gz
ENCFF713AXG	trophoblast-cell	H3K9me3	None	https://www.encodeproject.org/files/ENCFF713AXG/@@download/ENCFF713AXG.bed.gz
ENCFF964FVB	H1-hESC	H4K91ac	None	https://www.encodeproject.org/files/ENCFF964FVB/@@download/ENCFF964FVB.bed.gz
ENCFF530UOO	HUES48	H3K4me3	None	https://www.encodeproject.org/files/ENCFF530UOO/@@download/ENCFF530UOO.bed.gz
ENCFF642IBN	H1-hESC	H3K14ac	None	https://www.encodeproject.org/files/ENCFF642IBN/@@download/ENCFF642IBN.bed.gz
ENCFF736WAN	H1-hESC	H3K36me3	None	https://www.encodeproject.org/files/ENCFF736WAN/@@download/ENCFF736WAN.bed.gz
ENCFF237OAY	H1-hESC	H4K5ac	None	https://www.encodeproject.org/files/ENCFF237OAY/@@download/ENCFF237OAY.bed.gz
